,ID,Name,State,avg_temp,max_temp,min_temp,precipitation,fips
1194,MA-021,Norfolk County,Massachusetts,51.3,61.3,41.4,271,23029
1195,MA-023,Plymouth County,Massachusetts,51.8,61,42.7,268.64,23031
1196,MA-025,Suffolk County,Massachusetts,51.8,61.1,42.4,262.56,24001
1197,MA-027,Worcester County,Massachusetts,49.1,59.2,39,266.37,24003
1198,MI-001,Alcona County,Michigan,44.7,54.3,35.1,162.33,24005
1199,MI-003,Alger County,Michigan,41.1,50.3,32,199,24009
1200,MI-005,Allegan County,Michigan,49.2,58.4,40,203.27,24011
1201,MI-007,Alpena County,Michigan,44.8,54.5,35.1,166.26,24013
1202,MI-009,Antrim County,Michigan,44.9,54.1,35.7,190.07,24015
1203,MI-011,Arenac County,Michigan,46.9,55.8,38,168.61,24017
1204,MI-013,Baraga County,Michigan,39.7,49.5,29.8,184.17,24019
1205,MI-015,Barry County,Michigan,48.7,58,39.5,203.02,24021
1206,MI-017,Bay County,Michigan,48.2,56.8,39.6,167.7,24023
1207,MI-019,Benzie County,Michigan,45.7,54.4,36.9,179.33,24025
1208,MI-021,Berrien County,Michigan,50.1,59.1,41.1,207.7,24027
1209,MI-023,Branch County,Michigan,49.2,58.9,39.6,204.7,24029
1210,MI-025,Calhoun County,Michigan,49.1,58.2,39.9,196.6,24031
1211,MI-027,Cass County,Michigan,49.7,59.1,40.2,211.07,24033
1212,MI-029,Charlevoix County,Michigan,44.7,53.7,35.6,187.82,24035
1213,MI-031,Cheboygan County,Michigan,43.7,53.4,34,168.17,24037
1214,MI-033,Chippewa County,Michigan,41.4,50.7,32.1,184.79,24039
1215,MI-035,Clare County,Michigan,45.7,55.9,35.6,180.45,24041
1216,MI-037,Clinton County,Michigan,48.8,58.2,39.3,185.83,24043
1217,MI-039,Crawford County,Michigan,44,54.2,33.9,175.35,24045
1218,MI-041,Delta County,Michigan,42.3,51.9,32.6,178.77,24047
1219,MI-043,Dickinson County,Michigan,41,52,30,165.91,24510
1220,MI-045,Eaton County,Michigan,48.7,58,39.5,197.1,25001
1221,MI-047,Emmet County,Michigan,43.9,52.7,35.2,178.66,25003
1222,MI-049,Genesee County,Michigan,48.8,58.3,39.4,183.4,25005
1223,MI-051,Gladwin County,Michigan,46.7,56.3,37.1,175.35,25007
1224,MI-053,Gogebic County,Michigan,39.4,49.8,29,186.89,25009
1225,MI-055,Grand Traverse County,Michigan,45.7,55.2,36.2,176.03,25011
1226,MI-057,Gratiot County,Michigan,48.4,57.9,38.9,184.1,25013
1227,MI-059,Hillsdale County,Michigan,48.9,58.4,39.4,203.08,25015
1228,MI-061,Houghton County,Michigan,41,50.9,31.1,167.78,25017
1229,MI-063,Huron County,Michigan,47.2,55.7,38.7,163.88,25019
1230,MI-065,Ingham County,Michigan,48.7,58.2,39.2,191.04,25021
1231,MI-067,Ionia County,Michigan,48.3,57.9,38.8,196.41,25023
1232,MI-069,Iosco County,Michigan,45.8,55.2,36.4,169.49,25025
1233,MI-071,Iron County,Michigan,39.2,50.4,28.1,178.25,25027
1234,MI-073,Isabella County,Michigan,47.3,57.2,37.4,185.39,26001
1235,MI-075,Jackson County,Michigan,48.8,58.4,39.3,191.69,26003
1236,MI-077,Kalamazoo County,Michigan,49.4,58.4,40.4,199.98,26005
1237,MI-079,Kalkaska County,Michigan,44.6,54.6,34.6,186.44,26007
1238,MI-081,Kent County,Michigan,48.2,58,38.5,199.58,26009
1239,MI-083,Keweenaw County,Michigan,40.5,49.4,31.6,169.68,26011
1240,MI-085,Lake County,Michigan,45.7,55.8,35.7,190.61,26013
1241,MI-087,Lapeer County,Michigan,48.5,57.6,39.4,170.54,26015
1242,MI-089,Leelanau County,Michigan,45.7,53.8,37.5,177.18,26017
1243,MI-091,Lenawee County,Michigan,49.9,59.8,40.1,188.87,26019
1244,MI-093,Livingston County,Michigan,48.6,58.4,38.9,188.88,26021
1245,MI-095,Luce County,Michigan,40.6,49.7,31.5,182.89,26023
1246,MI-097,Mackinac County,Michigan,41.9,50.7,33.2,183.14,26025
1247,MI-099,Macomb County,Michigan,50.2,58.7,41.7,187.21,26027
1248,MI-101,Manistee County,Michigan,45.7,54.7,36.6,187.1,26029
1249,MI-103,Marquette County,Michigan,40.1,50.2,30,187.28,26031
1250,MI-105,Mason County,Michigan,46,55.1,37,187.47,26033
1251,MI-107,Mecosta County,Michigan,46.2,56.5,35.9,187.7,26035
1252,MI-109,Menominee County,Michigan,42.7,53.3,32.2,169.41,26037
1253,MI-111,Midland County,Michigan,48.1,57.4,38.8,175.82,26039
1254,MI-113,Missaukee County,Michigan,44.7,55.1,34.3,180.21,26041
1255,MI-115,Monroe County,Michigan,51.3,60.7,41.9,179.36,26043
1256,MI-117,Montcalm County,Michigan,47.4,57.4,37.4,198.5,26045
1257,MI-119,Montmorency County,Michigan,43.9,54.1,33.7,158.63,26047
1258,MI-121,Muskegon County,Michigan,48.2,57.7,38.7,192.38,26049
1259,MI-123,Newaygo County,Michigan,46.8,57,36.5,190.23,26051
1260,MI-125,Oakland County,Michigan,49.1,58.4,39.8,184.75,26053
1261,MI-127,Oceana County,Michigan,46.9,56.3,37.5,190.8,26055
1262,MI-129,Ogemaw County,Michigan,45.2,55.2,35.3,180.36,26057
1263,MI-131,Ontonagon County,Michigan,40.5,50.7,30.4,176.08,26059
1264,MI-133,Osceola County,Michigan,45.1,55.4,34.7,184.43,26061
1265,MI-135,Oscoda County,Michigan,44.2,54.3,34.1,167.11,26063
1266,MI-137,Otsego County,Michigan,43.2,53,33.3,174.27,26065
1267,MI-139,Ottawa County,Michigan,48.9,58.3,39.5,192.66,26067
1268,MI-141,Presque Isle County,Michigan,44.1,53.6,34.6,168.47,26069
1269,MI-143,Roscommon County,Michigan,44.9,55.1,34.7,179.72,26071
1270,MI-145,Saginaw County,Michigan,48.8,58.1,39.4,179.63,26073
1271,MI-147,St. Clair County,Michigan,49.6,57.8,41.4,174.69,26075
1272,MI-149,St. Joseph County,Michigan,49.7,59,40.3,204.72,26077
1273,MI-151,Sanilac County,Michigan,47.9,56.4,39.5,165.87,26079
1274,MI-153,Schoolcraft County,Michigan,41.8,51.1,32.6,197,26081
1275,MI-155,Shiawassee County,Michigan,48.7,58.2,39.2,187.75,26083
1276,MI-157,Tuscola County,Michigan,48.1,57.2,39,167,26085
1277,MI-159,Van Buren County,Michigan,49.7,58.8,40.5,208.91,26087
1278,MI-161,Washtenaw County,Michigan,49.2,59.1,39.2,182.63,26089
1279,MI-163,Wayne County,Michigan,50.7,59.8,41.7,187.51,26091
1280,MI-165,Wexford County,Michigan,44.9,54.9,34.9,188.53,26093
1281,MN-001,Aitkin County,Minnesota,40.1,50.5,29.6,151.08,26095
1282,MN-003,Anoka County,Minnesota,44.3,53.8,34.7,142.96,26097
1283,MN-005,Becker County,Minnesota,39.6,50,29.3,118.89,26099
1284,MN-007,Beltrami County,Minnesota,38.7,49.2,28.2,113.14,26101
1285,MN-009,Benton County,Minnesota,42.7,52.5,32.8,149.21,26103
1286,MN-011,Big Stone County,Minnesota,43.8,54.6,33.1,130.48,26105
1287,MN-013,Blue Earth County,Minnesota,45.2,54.7,35.8,171.01,26107
1288,MN-015,Brown County,Minnesota,45.3,55,35.6,164.44,26109
1289,MN-017,Carlton County,Minnesota,39.3,49.7,28.9,155.47,26111
1290,MN-019,Carver County,Minnesota,44.9,54.4,35.3,154.74,26113
1291,MN-021,Cass County,Minnesota,40.4,50.8,30.1,132.75,26115
1292,MN-023,Chippewa County,Minnesota,44.4,54.8,34,149.53,26117
1293,MN-025,Chisago County,Minnesota,43.5,53.4,33.6,149.63,26119
1294,MN-027,Clay County,Minnesota,41.1,51.7,30.5,114.47,26121
1295,MN-029,Clearwater County,Minnesota,38.7,49,28.4,115.22,26123
1296,MN-031,Cook County,Minnesota,36.2,46.3,26.2,151.45,26125
1297,MN-033,Cottonwood County,Minnesota,44.9,54.6,35.2,169.17,26127
1298,MN-035,Crow Wing County,Minnesota,41.3,51.5,31.1,146.93,26129
1299,MN-037,Dakota County,Minnesota,45.4,54.7,36.1,159.78,26131
1300,MN-039,Dodge County,Minnesota,44.1,53.8,34.4,185.28,26133
1301,MN-041,Douglas County,Minnesota,41.8,51.9,31.7,136.79,26135
1302,MN-043,Faribault County,Minnesota,45.2,54.8,35.6,169.46,26137
1303,MN-045,Fillmore County,Minnesota,44.4,54.2,34.7,191.92,26139
1304,MN-047,Freeborn County,Minnesota,44.7,54.2,35.2,183.37,26141
1305,MN-049,Goodhue County,Minnesota,44.7,54.2,35.1,174.73,26143
1306,MN-051,Grant County,Minnesota,42.7,52.9,32.5,130.11,26145
1307,MN-053,Hennepin County,Minnesota,45,54.4,35.5,152.6,26147
1308,MN-055,Houston County,Minnesota,46.1,55.5,36.7,199.66,26149
1309,MN-057,Hubbard County,Minnesota,39.8,50.3,29.2,124.35,26151
1310,MN-059,Isanti County,Minnesota,43.4,53.3,33.4,148.26,26153
1311,MN-061,Itasca County,Minnesota,38.8,49.6,28.1,130.06,26155
1312,MN-063,Jackson County,Minnesota,44.9,54.8,35,172.5,26157
1313,MN-065,Kanabec County,Minnesota,42,52.4,31.7,158.69,26159
1314,MN-067,Kandiyohi County,Minnesota,43.4,53.8,33.1,145.28,26161
1315,MN-069,Kittson County,Minnesota,39.6,50.2,29,94.92,26163
1316,MN-071,Koochiching County,Minnesota,38.1,49,27.1,122.15,26165
1317,MN-073,Lac qui Parle County,Minnesota,44.3,54.7,33.9,139.63,27001
1318,MN-075,Lake County,Minnesota,37.1,48,26.3,147.18,27003
1319,MN-077,Lake of the Woods County,Minnesota,38.2,49.2,27.3,107.4,27005
1320,MN-079,Le Sueur County,Minnesota,44.9,54.1,35.7,167.58,27007
1321,MN-081,Lincoln County,Minnesota,43.6,53.4,33.8,154.97,27009
1322,MN-083,Lyon County,Minnesota,44.5,54.6,34.5,159.6,27011
1323,MN-085,McLeod County,Minnesota,44.5,54.4,34.6,130.09,27013
1324,MN-087,Mahnomen County,Minnesota,38.9,49.4,28.4,112.32,27015
1325,MN-089,Marshall County,Minnesota,39.2,49.9,28.4,103.39,27017
1326,MN-091,Martin County,Minnesota,45.1,54.8,35.5,168.2,27019
1327,MN-093,Meeker County,Minnesota,43.2,53.5,33,127.77,27021
1328,MN-095,Mille Lacs County,Minnesota,42.2,52.3,32,150.61,27023
1329,MN-097,Morrison County,Minnesota,42,52,32,149.06,27025
1330,MN-099,Mower County,Minnesota,44.4,53.9,34.9,186.76,27027
1331,MN-101,Murray County,Minnesota,43.8,53.6,34,168.29,27029
1332,MN-103,Nicollet County,Minnesota,45.3,54.6,36.1,151.8,27031
1333,MN-105,Nobles County,Minnesota,44.5,54.4,34.6,164.6,27033
1334,MN-107,Norman County,Minnesota,40.2,50.7,29.6,111.2,27035
1335,MN-109,Olmsted County,Minnesota,44.3,54.3,34.2,187.21,27037
1336,MN-111,Otter Tail County,Minnesota,41.1,51.3,31,132.59,27039
1337,MN-113,Pennington County,Minnesota,38.8,49.4,28.2,102.67,27041
1338,MN-115,Pine County,Minnesota,41.3,51.5,31.1,162.55,27043
1339,MN-117,Pipestone County,Minnesota,43.9,53.8,34.1,155.96,27045
1340,MN-119,Polk County,Minnesota,39.6,50.2,29,107.11,27047
1341,MN-121,Pope County,Minnesota,42.7,52.9,32.6,139.75,27049
1342,MN-123,Ramsey County,Minnesota,45.2,54.3,36.1,154.56,27051
1343,MN-125,Red Lake County,Minnesota,39.1,49.7,28.4,103.89,27053
1344,MN-127,Redwood County,Minnesota,44.9,54.8,35,163.19,27055
1345,MN-129,Renville County,Minnesota,44.7,54.7,34.6,155.75,27057
1346,MN-131,Rice County,Minnesota,44.7,54.1,35.2,180.71,27059
1347,MN-133,Rock County,Minnesota,45.3,55.4,35.2,153.4,27061
1348,MN-135,Roseau County,Minnesota,38.7,49.6,27.8,106.82,27063
1349,MN-137,St. Louis County,Minnesota,37.9,49.2,26.6,138.31,27065
1350,MN-139,Scott County,Minnesota,45.3,54.7,35.9,162.81,27067
1351,MN-141,Sherburne County,Minnesota,43.4,53.1,33.6,141.89,27069
1352,MN-143,Sibley County,Minnesota,45.2,54.7,35.7,142.11,27071
1353,MN-145,Stearns County,Minnesota,42.7,52.7,32.7,145.75,27073
1354,MN-147,Steele County,Minnesota,44.4,53.9,34.9,185.39,27075
1355,MN-149,Stevens County,Minnesota,43.2,53.6,32.8,133.23,27077
1356,MN-151,Swift County,Minnesota,43.9,54.4,33.3,143.14,27079
1357,MN-153,Todd County,Minnesota,41.5,51.7,31.4,149.12,27081
1358,MN-155,Traverse County,Minnesota,43.5,54,32.9,124.29,27083
1359,MN-157,Wabasha County,Minnesota,45,55,35,185.47,27085
1360,MN-159,Wadena County,Minnesota,40.8,51.1,30.5,133.86,27087
1361,MN-161,Waseca County,Minnesota,44.5,54.1,35,178.71,27089
1362,MN-163,Washington County,Minnesota,44.9,54,35.7,155.19,27091
1363,MN-165,Watonwan County,Minnesota,45.4,55.2,35.7,173.39,27093
1364,MN-167,Wilkin County,Minnesota,42.5,52.9,32,118.7,27095
1365,MN-169,Winona County,Minnesota,45.4,54.9,35.9,199.17,27097
1366,MN-171,Wright County,Minnesota,43.8,53.6,33.9,138.15,27099
1367,MN-173,Yellow Medicine County,Minnesota,44.7,54.8,34.5,151.94,27101
1368,MS-001,Adams County,Mississippi,66.4,77,55.8,303.29,27103
1369,MS-003,Alcorn County,Mississippi,60.9,71.9,49.9,341.51,27105
1370,MS-005,Amite County,Mississippi,67.1,78,56.2,345.71,27107
1371,MS-007,Attala County,Mississippi,63.8,74.9,52.7,324.28,27109
1372,MS-009,Benton County,Mississippi,61.3,72.2,50.3,334.04,27111
1373,MS-011,Bolivar County,Mississippi,63.6,73.1,54,314.19,27113
1374,MS-013,Calhoun County,Mississippi,63.2,74.4,51.9,299.29,27115
1375,MS-015,Carroll County,Mississippi,64.3,74.9,53.7,324.14,27117
1376,MS-017,Chickasaw County,Mississippi,63.5,74.4,52.5,309.54,27119
1377,MS-019,Choctaw County,Mississippi,63.3,74.3,52.3,319.14,27121
1378,MS-021,Claiborne County,Mississippi,66.1,76.7,55.6,300.25,27123
1379,MS-023,Clarke County,Mississippi,65.9,76.9,55,337.24,27125
1380,MS-025,Clay County,Mississippi,64.1,75,53.2,320.62,27127
1381,MS-027,Coahoma County,Mississippi,63.2,72.9,53.4,305.26,27129
1382,MS-029,Copiah County,Mississippi,66.1,76.7,55.5,312.52,27131
1383,MS-031,Covington County,Mississippi,66.1,77.4,54.8,333.76,27133
1384,MS-033,DeSoto County,Mississippi,62.2,72.1,52.3,316.93,27135
1385,MS-035,Forrest County,Mississippi,66.9,78,55.8,351.32,27137
1386,MS-037,Franklin County,Mississippi,66.4,77.1,55.7,329.32,27139
1387,MS-039,George County,Mississippi,67.4,78.5,56.4,351.85,27141
1388,MS-041,Greene County,Mississippi,66.8,77.9,55.7,353.75,27143
1389,MS-043,Grenada County,Mississippi,63.8,74.7,52.8,315.52,27145
1390,MS-045,Hancock County,Mississippi,68.1,77.6,58.6,360.54,27147
1391,MS-047,Harrison County,Mississippi,67.7,77.2,58.2,364.64,27149
1392,MS-049,Hinds County,Mississippi,66,76.6,55.4,321.53,27151
1393,MS-051,Holmes County,Mississippi,65.1,75.6,54.6,313.94,27153
1394,MS-053,Humphreys County,Mississippi,65.7,75.8,55.6,299.83,27155
1395,MS-055,Issaquena County,Mississippi,65.5,75.7,55.4,302.06,27157
1396,MS-057,Itawamba County,Mississippi,62.8,73.7,51.8,338.05,27159
1397,MS-059,Jackson County,Mississippi,68.2,78.2,58.1,357.28,27161
1398,MS-061,Jasper County,Mississippi,65.6,76.9,54.3,337.04,27163
1399,MS-063,Jefferson County,Mississippi,66,76.6,55.4,304.48,27165
1400,MS-065,Jefferson Davis County,Mississippi,66.3,77.1,55.4,342.01,27167
1401,MS-067,Jones County,Mississippi,66.2,77.5,54.9,340.87,27169
1402,MS-069,Kemper County,Mississippi,64.6,75.7,53.5,297.5,27171
1403,MS-071,Lafayette County,Mississippi,62.4,73.6,51.1,326.8,27173
1404,MS-073,Lamar County,Mississippi,66.8,77.7,55.9,352.02,28001
1405,MS-075,Lauderdale County,Mississippi,65.6,76.6,54.5,307.36,28003
1406,MS-077,Lawrence County,Mississippi,66.6,77.5,55.8,330.56,28005
1407,MS-079,Leake County,Mississippi,64.1,75.4,52.9,327.75,28007
1408,MS-081,Lee County,Mississippi,63.2,74,52.3,325.06,28009
1409,MS-083,Leflore County,Mississippi,65.1,75.1,55,320.4,28011
1410,MS-085,Lincoln County,Mississippi,66.4,77.1,55.7,323.94,28013
1411,MS-087,Lowndes County,Mississippi,64.4,75.3,53.6,315.47,28015
1412,MS-089,Madison County,Mississippi,65.1,76.1,54.2,318.21,28017
1413,MS-091,Marion County,Mississippi,67.1,77.9,56.2,357.9,28019
1414,MS-093,Marshall County,Mississippi,61.7,72.5,50.9,331.52,28021
1415,MS-095,Monroe County,Mississippi,63.6,74.5,52.7,324.79,28023
1416,MS-097,Montgomery County,Mississippi,63.2,74.3,52.1,314.41,28025
1417,MS-099,Neshoba County,Mississippi,64.1,75.2,52.9,314.54,28027
1418,MS-101,Newton County,Mississippi,65.1,76.4,53.8,326.18,28029
1419,MS-103,Noxubee County,Mississippi,64.6,75.5,53.6,310.91,28031
1420,MS-105,Oktibbeha County,Mississippi,64.3,75.1,53.5,328.97,28033
1421,MS-107,Panola County,Mississippi,62.7,73.2,52.1,324.82,28035
1422,MS-109,Pearl River County,Mississippi,67.3,78,56.7,369.07,28037
1423,MS-111,Perry County,Mississippi,66.8,78,55.7,359.38,28039
1424,MS-113,Pike County,Mississippi,67.3,78.3,56.2,338.96,28041
1425,MS-115,Pontotoc County,Mississippi,62.9,73.9,51.8,322.69,28043
1426,MS-117,Prentiss County,Mississippi,61.9,72.9,50.8,330.61,28045
1427,MS-119,Quitman County,Mississippi,63.2,73.2,53.1,321.17,28047
1428,MS-121,Rankin County,Mississippi,65.4,76.7,54.2,330.46,28049
1429,MS-123,Scott County,Mississippi,64.7,76.1,53.2,336.32,28051
1430,MS-125,Sharkey County,Mississippi,65.6,75.7,55.4,300.94,28053
1431,MS-127,Simpson County,Mississippi,65.8,76.9,54.6,328.13,28055
1432,MS-129,Smith County,Mississippi,65.5,77,53.9,333.68,28057
1433,MS-131,Stone County,Mississippi,67,77.7,56.3,368.64,28059
1434,MS-133,Sunflower County,Mississippi,64.5,74.2,54.7,316.37,28061
1435,MS-135,Tallahatchie County,Mississippi,63.9,74.2,53.7,324.89,28063
1436,MS-137,Tate County,Mississippi,62.2,72.4,52.1,321.41,28065
1437,MS-139,Tippah County,Mississippi,61.2,72.1,50.3,333.78,28067
1438,MS-141,Tishomingo County,Mississippi,61.3,72.4,50.2,349.41,28069
1439,MS-143,Tunica County,Mississippi,62.7,72.4,53.1,323.65,28071
1440,MS-145,Union County,Mississippi,62.3,73.4,51.2,328.17,28073
1441,MS-147,Walthall County,Mississippi,67.1,77.9,56.3,358.37,28075
1442,MS-149,Warren County,Mississippi,66.1,76.4,55.9,306.68,28077
1443,MS-151,Washington County,Mississippi,64.7,74.5,54.9,309.65,28079
1444,MS-153,Wayne County,Mississippi,66,76.9,55,364.05,28081
1445,MS-155,Webster County,Mississippi,63.2,74.2,52.1,300.85,28083
1446,MS-157,Wilkinson County,Mississippi,67.1,77.4,56.8,329.27,28085
1447,MS-159,Winston County,Mississippi,63.7,74.6,52.8,318.04,28087
1448,MS-161,Yalobusha County,Mississippi,63.1,74.2,51.9,324.81,28089
1449,MS-163,Yazoo County,Mississippi,65.7,76,55.4,307.42,28091
1450,MO-001,Adair County,Missouri,52.3,62.7,41.9,206.97,28093
1451,MO-003,Andrew County,Missouri,53,63.6,42.4,186.28,28095
1452,MO-005,Atchison County,Missouri,52.4,63.1,41.7,162.57,28097
1453,MO-007,Audrain County,Missouri,54.1,64,44.2,208.36,28099
1454,MO-009,Barry County,Missouri,57.3,68.1,46.5,268.62,28101
1455,MO-011,Barton County,Missouri,56.9,67.5,46.3,240.32,28103
1456,MO-013,Bates County,Missouri,56.3,66.7,45.9,240.09,28105
1457,MO-015,Benton County,Missouri,56,66.6,45.4,229.45,28107
1458,MO-017,Bollinger County,Missouri,56.8,67.4,46.2,275.62,28109
1459,MO-019,Boone County,Missouri,55.3,65.2,45.3,212.17,28111
1460,MO-021,Buchanan County,Missouri,53.9,64.6,43.1,188.28,28113
1461,MO-023,Butler County,Missouri,58.6,69.1,48.1,283.08,28115
1462,MO-025,Caldwell County,Missouri,53.4,63.8,42.9,194.57,28117
1463,MO-027,Callaway County,Missouri,55.5,65.8,45.2,214.86,28119
1464,MO-029,Camden County,Missouri,57.1,67.9,46.2,229.48,28121
1465,MO-031,Cape Girardeau County,Missouri,57.4,67.8,46.9,269.32,28123
1466,MO-033,Carroll County,Missouri,54,64,43.9,205.63,28125
1467,MO-035,Carter County,Missouri,57.4,68.7,46,265.68,28127
1468,MO-037,Cass County,Missouri,55.6,65.6,45.6,230.01,28129
1469,MO-039,Cedar County,Missouri,57.1,67.7,46.5,240.22,28131
1470,MO-041,Chariton County,Missouri,54.2,64.2,44.2,203.94,28133
1471,MO-043,Christian County,Missouri,56.5,67.7,45.4,255,28135
1472,MO-045,Clark County,Missouri,52,61.6,42.3,199.55,28137
1473,MO-047,Clay County,Missouri,54.5,64.9,44.1,186.08,28139
1474,MO-049,Clinton County,Missouri,53.3,64,42.6,188.3,28141
1475,MO-051,Cole County,Missouri,56.6,66.9,46.4,220.06,28143
1476,MO-053,Cooper County,Missouri,55.4,65.6,45.2,208.91,28145
1477,MO-055,Crawford County,Missouri,55.2,67.1,43.3,238.56,28147
1478,MO-057,Dade County,Missouri,57.2,68,46.3,243.14,28149
1479,MO-059,Dallas County,Missouri,56,66.9,45.1,247.25,28151
1480,MO-061,Daviess County,Missouri,52.7,63.2,42.2,199.42,28153
1481,MO-063,DeKalb County,Missouri,52.6,63.4,41.8,195.9,28155
1482,MO-065,Dent County,Missouri,55.3,66.6,44,249.87,28157
1483,MO-067,Douglas County,Missouri,56.7,67.8,45.5,272.02,28159
1484,MO-069,Dunklin County,Missouri,60.1,70,50.1,281.67,28161
1485,MO-071,Franklin County,Missouri,55.6,66.9,44.4,221.69,28163
1486,MO-073,Gasconade County,Missouri,55.5,66.5,44.4,214.66,29001
1487,MO-075,Gentry County,Missouri,52.4,63,41.8,189.12,29003
1488,MO-077,Greene County,Missouri,56.5,67.4,45.6,248.4,29005
1489,MO-079,Grundy County,Missouri,52.7,62.9,42.5,200.13,29007
1490,MO-081,Harrison County,Missouri,52,62.5,41.6,197.81,29009
1491,MO-083,Henry County,Missouri,56.2,66.5,45.9,220.45,29011
1492,MO-085,Hickory County,Missouri,56.3,66.9,45.8,241.29,29013
1493,MO-087,Holt County,Missouri,53.2,63.9,42.5,175.62,29015
1494,MO-089,Howard County,Missouri,55,64.9,45,202.75,29017
1495,MO-091,Howell County,Missouri,57.5,68.5,46.5,261.78,29019
1496,MO-093,Iron County,Missouri,55.1,66.7,43.4,268.09,29021
1497,MO-095,Jackson County,Missouri,55.1,65.1,45.1,208.18,29023
1498,MO-097,Jasper County,Missouri,57.8,68.4,47.1,237.43,29025
1499,MO-099,Jefferson County,Missouri,56.8,67.5,46.1,237.96,29027
1500,MO-101,Johnson County,Missouri,55.4,65.6,45.2,211.33,29029
1501,MO-103,Knox County,Missouri,52.1,62.4,41.8,210.46,29031
1502,MO-105,Laclede County,Missouri,56.4,67.1,45.6,248.97,29033
1503,MO-107,Lafayette County,Missouri,54.8,64.9,44.6,208.01,29035
1504,MO-109,Lawrence County,Missouri,56.9,67.6,46.2,256.9,29037
1505,MO-111,Lewis County,Missouri,52.5,62.3,42.7,207.7,29039
1506,MO-113,Lincoln County,Missouri,54.8,65.1,44.5,211.78,29041
1507,MO-115,Linn County,Missouri,53.1,63.1,43.1,202.79,29043
1508,MO-117,Livingston County,Missouri,53.3,63.4,43.2,205.06,29045
1509,MO-119,McDonald County,Missouri,58.7,69.6,47.8,268.71,29047
1510,MO-121,Macon County,Missouri,53.2,63.4,43.1,210.6,29049
1511,MO-123,Madison County,Missouri,55.5,66.7,44.4,273.24,29051
1512,MO-125,Maries County,Missouri,56.6,67.2,45.9,221.39,29053
1513,MO-127,Marion County,Missouri,53.3,63.1,43.4,207.31,29055
1514,MO-129,Mercer County,Missouri,51.4,61.6,41.1,193.53,29057
1515,MO-131,Miller County,Missouri,57.2,67.8,46.6,220.01,29059
1516,MO-133,Mississippi County,Missouri,58.8,68.8,48.8,274.88,29061
1517,MO-135,Moniteau County,Missouri,55.9,66.1,45.8,214.71,29063
1518,MO-137,Monroe County,Missouri,53.6,63.5,43.7,202.78,29065
1519,MO-139,Montgomery County,Missouri,54.8,65.3,44.4,209.27,29067
1520,MO-141,Morgan County,Missouri,55.8,66.4,45.3,218.8,29069
1521,MO-143,New Madrid County,Missouri,59.3,69.1,49.4,272.49,29071
1522,MO-145,Newton County,Missouri,58.4,69,47.7,251.91,29073
1523,MO-147,Nodaway County,Missouri,52.3,62.7,41.8,175.28,29075
1524,MO-149,Oregon County,Missouri,58.2,69.5,46.8,259.55,29077
1525,MO-151,Osage County,Missouri,56.3,67,45.7,218.9,29079
1526,MO-153,Ozark County,Missouri,57.6,68.9,46.3,275.98,29081
1527,MO-155,Pemiscot County,Missouri,60.3,70.1,50.6,270.9,29083
1528,MO-157,Perry County,Missouri,56.4,66.7,46.1,256.53,29085
1529,MO-159,Pettis County,Missouri,55.2,65.6,44.8,211.14,29087
1530,MO-161,Phelps County,Missouri,56.3,67.3,45.3,230.75,29089
1531,MO-163,Pike County,Missouri,54.1,64.1,44.1,213.55,29091
1532,MO-165,Platte County,Missouri,54.8,65.2,44.3,198.37,29093
1533,MO-167,Polk County,Missouri,56.6,67.5,45.7,244.28,29095
1534,MO-169,Pulaski County,Missouri,57.1,68.1,46.1,237.51,29097
1535,MO-171,Putnam County,Missouri,51.1,61.7,40.5,196.26,29099
1536,MO-173,Ralls County,Missouri,53.8,63.5,44,199.74,29101
1537,MO-175,Randolph County,Missouri,54.2,64.1,44.3,208.35,29103
